elapsed_seconds, cpu_percentage, threads, stack_committed_mb, stack_reserved_mb, heap_used_mb, eden_mb, s0_kb, s1_kb, old_mb, meta_mb, compressed_class_mb, ygc, ygct, fgc, fgct, cgc, cgct, gct
18, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
19, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
21, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
22, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
23, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
24, 1.2, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
26, 1.2, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
27, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
28, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
29, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
31, 1.1, 40, 2, 39, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
32, 345.3, 729, 119, 1031, 34.0, 34, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
35, 447.4, 1908, 238, 2181, 1152.0, 1152, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
38, 407.0, 2865, 326, 3202, 1458.0, 1436, 0.0, 0.0, 22, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
41, 421.6, 3621, 417, 3812, 2460.0, 2438, 0.0, 0.0, 22, 32, 4, 0, 0.000, 0, 0.000, 16, 0.000, 0.000
44, 415.2, 3781, 456, 3813, 2110.0, 1844, 0.0, 0.0, 266, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
47, 396.5, 3781, 457, 3813, 1828.0, 1570, 0.0, 0.0, 258, 32, 4, 4, 0.000, 0, 0.000, 20, 0.000, 0.000
50, 422.1, 3781, 457, 3813, 2544.0, 2136, 0.0, 0.0, 408, 32, 4, 6, 0.000, 0, 0.000, 22, 0.000, 0.000
53, 408.1, 3780, 457, 3812, 2854.0, 2230, 0.0, 0.0, 624, 32, 4, 10, 0.000, 0, 0.000, 24, 0.000, 0.000
55, 376.2, 3780, 457, 3812, 2280.0, 1816, 0.0, 0.0, 464, 32, 4, 13, 0.000, 0, 0.000, 24, 0.000, 0.001
58, 367.8, 3780, 457, 3812, 2280.0, 1816, 0.0, 0.0, 464, 32, 4, 13, 0.000, 0, 0.000, 24, 0.000, 0.001
61, 386.5, 3780, 457, 3812, 3360.0, 2896, 0.0, 0.0, 464, 32, 4, 16, 0.000, 0, 0.000, 24, 0.000, 0.001
63, 369.3, 3780, 457, 3812, 3360.0, 2896, 0.0, 0.0, 464, 32, 4, 16, 0.000, 0, 0.000, 24, 0.000, 0.001
66, 362.8, 3780, 457, 3812, 3360.0, 2896, 0.0, 0.0, 464, 32, 4, 16, 0.000, 0, 0.000, 24, 0.000, 0.001
69, 398.4, 3781, 457, 3812, 3192.0, 2726, 0.0, 0.0, 466, 32, 4, 19, 0.000, 0, 0.000, 24, 0.000, 0.001
71, 409.0, 3780, 457, 3812, 3192.0, 2726, 0.0, 0.0, 466, 32, 4, 19, 0.000, 0, 0.000, 24, 0.000, 0.001
74, 363.4, 3780, 457, 3812, 3192.0, 2726, 0.0, 0.0, 466, 32, 4, 19, 0.000, 0, 0.000, 24, 0.000, 0.001
77, 417.2, 3780, 457, 3812, 3898.0, 3432, 0.0, 0.0, 466, 32, 4, 22, 0.000, 0, 0.000, 24, 0.000, 0.001
80, 355.4, 3780, 457, 3812, 3898.0, 3432, 0.0, 0.0, 466, 32, 4, 22, 0.000, 0, 0.000, 24, 0.000, 0.001
82, 366.6, 3780, 457, 3812, 3898.0, 3432, 0.0, 0.0, 466, 32, 4, 22, 0.000, 0, 0.000, 24, 0.000, 0.001
85, 377.7, 3780, 457, 3812, 2646.0, 2180, 0.0, 0.0, 466, 32, 4, 25, 0.000, 0, 0.000, 24, 0.000, 0.001
88, 370.7, 3780, 457, 3812, 2646.0, 2180, 0.0, 0.0, 466, 32, 4, 25, 0.000, 0, 0.000, 24, 0.000, 0.001
90, 356.9, 3780, 457, 3812, 3854.0, 3386, 0.0, 0.0, 468, 32, 4, 26, 0.000, 0, 0.000, 24, 0.000, 0.001
93, 383.7, 3780, 457, 3812, 3718.0, 3248, 0.0, 0.0, 470, 32, 4, 28, 0.000, 0, 0.000, 24, 0.000, 0.001
96, 357.1, 3780, 457, 3812, 3718.0, 3248, 0.0, 0.0, 470, 32, 4, 28, 0.000, 0, 0.000, 24, 0.000, 0.001
99, 400.7, 3780, 457, 3812, 5536.0, 5062, 0.0, 0.0, 474, 32, 4, 30, 0.000, 0, 0.000, 24, 0.000, 0.001
101, 372.7, 3780, 457, 3812, 3668.0, 3168, 0.0, 0.0, 500, 32, 4, 31, 0.000, 0, 0.000, 24, 0.000, 0.001
104, 366.3, 3780, 457, 3812, 3668.0, 3168, 0.0, 0.0, 500, 32, 4, 31, 0.000, 0, 0.000, 24, 0.000, 0.001
107, 446.3, 3780, 457, 3812, 4270.0, 3720, 0.0, 0.0, 550, 32, 4, 34, 0.000, 0, 0.000, 24, 0.000, 0.001
110, 378.6, 3780, 457, 3812, 2974.0, 2424, 0.0, 0.0, 550, 32, 4, 37, 0.001, 0, 0.000, 24, 0.000, 0.001
113, 364.8, 3780, 457, 3812, 2976.0, 2390, 0.0, 0.0, 586, 32, 4, 40, 0.001, 0, 0.000, 24, 0.000, 0.001
116, 398.5, 3780, 457, 3812, 1766.0, 1296, 0.0, 0.0, 470, 32, 4, 43, 0.001, 0, 0.000, 29, 0.000, 0.001
118, 363.1, 3780, 457, 3812, 1766.0, 1296, 0.0, 0.0, 470, 32, 4, 43, 0.001, 0, 0.000, 29, 0.000, 0.001
121, 375.6, 3780, 457, 3812, 3552.0, 3206, 0.0, 0.0, 346, 32, 4, 46, 0.001, 0, 0.000, 29, 0.000, 0.001
124, 365.5, 3780, 457, 3812, 3552.0, 3206, 0.0, 0.0, 346, 32, 4, 46, 0.001, 0, 0.000, 29, 0.000, 0.001
127, 403.6, 3780, 457, 3812, 2982.0, 2604, 0.0, 0.0, 378, 32, 4, 49, 0.001, 0, 0.000, 29, 0.000, 0.001
130, 399.5, 3780, 457, 3812, 2982.0, 2604, 0.0, 0.0, 378, 32, 4, 49, 0.001, 0, 0.000, 29, 0.000, 0.001
132, 366.4, 3780, 457, 3812, 2982.0, 2604, 0.0, 0.0, 378, 32, 4, 49, 0.001, 0, 0.000, 29, 0.000, 0.001
135, 357.3, 3780, 457, 3812, 2982.0, 2604, 0.0, 0.0, 378, 32, 4, 49, 0.001, 0, 0.000, 29, 0.000, 0.001
138, 388.3, 3780, 457, 3812, 4702.0, 4324, 0.0, 0.0, 378, 32, 4, 52, 0.001, 0, 0.000, 29, 0.000, 0.001
141, 362.5, 3780, 457, 3812, 4702.0, 4324, 0.0, 0.0, 378, 32, 4, 52, 0.001, 0, 0.000, 29, 0.000, 0.001
143, 361.7, 3780, 457, 3812, 4702.0, 4324, 0.0, 0.0, 378, 32, 4, 52, 0.001, 0, 0.000, 29, 0.000, 0.001
146, 365.7, 3780, 457, 3812, 4702.0, 4324, 0.0, 0.0, 378, 32, 4, 52, 0.001, 0, 0.000, 29, 0.000, 0.001
149, 364.8, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
151, 357.7, 3781, 457, 3813, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
153, 3.7, 3781, 457, 3813, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
154, 1.2, 3781, 457, 3813, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
155, 1.2, 3781, 457, 3813, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
157, 1.3, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
158, 1.2, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
159, 1.2, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
160, 1.2, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
161, 1.2, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
163, 1.2, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
164, 1.3, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
165, 1.3, 3780, 457, 3812, 3978.0, 3600, 0.0, 0.0, 378, 32, 4, 55, 0.001, 0, 0.000, 29, 0.000, 0.001
167, 123.9, 3781, 457, 3813, 3308.0, 2930, 0.0, 0.0, 378, 32, 4, 56, 0.001, 0, 0.000, 29, 0.000, 0.001
169, 392.2, 3781, 457, 3813, 3226.0, 2848, 0.0, 0.0, 378, 32, 4, 58, 0.001, 0, 0.000, 29, 0.000, 0.001
172, 343.8, 3780, 457, 3812, 3226.0, 2848, 0.0, 0.0, 378, 32, 4, 58, 0.001, 0, 0.000, 29, 0.000, 0.001
175, 351.7, 3780, 457, 3812, 3226.0, 2848, 0.0, 0.0, 378, 32, 4, 58, 0.001, 0, 0.000, 29, 0.000, 0.001
177, 390.3, 3780, 457, 3812, 1946.0, 1158, 0.0, 0.0, 788, 32, 4, 61, 0.001, 0, 0.000, 29, 0.000, 0.001
181, 360.8, 3780, 457, 3812, 1946.0, 1158, 0.0, 0.0, 788, 32, 4, 61, 0.001, 0, 0.000, 29, 0.000, 0.001
184, 369.8, 3780, 457, 3812, 1914.0, 1114, 0.0, 0.0, 800, 32, 4, 64, 0.001, 0, 0.000, 29, 0.000, 0.001
186, 384.7, 3780, 457, 3812, 2260.0, 1460, 0.0, 0.0, 800, 32, 4, 64, 0.001, 0, 0.000, 32, 0.000, 0.001
189, 392.6, 3780, 457, 3812, 2274.0, 1532, 0.0, 0.0, 742, 32, 4, 64, 0.001, 0, 0.000, 34, 0.000, 0.001
191, 358.6, 3780, 457, 3812, 2274.0, 1532, 0.0, 0.0, 742, 32, 4, 64, 0.001, 0, 0.000, 34, 0.000, 0.001
194, 371.5, 3780, 457, 3812, 5300.0, 4944, 0.0, 0.0, 356, 32, 4, 65, 0.001, 0, 0.000, 34, 0.000, 0.001
196, 391.8, 3780, 457, 3812, 3464.0, 3108, 0.0, 0.0, 356, 32, 4, 67, 0.001, 0, 0.000, 34, 0.000, 0.001
199, 360.1, 3780, 457, 3812, 3464.0, 3108, 0.0, 0.0, 356, 32, 4, 67, 0.001, 0, 0.000, 34, 0.000, 0.001
202, 358.4, 3780, 457, 3812, 3464.0, 3108, 0.0, 0.0, 356, 32, 4, 67, 0.001, 0, 0.000, 34, 0.000, 0.001
205, 357.4, 3780, 457, 3812, 3190.0, 2834, 0.0, 0.0, 356, 32, 4, 70, 0.001, 0, 0.000, 34, 0.000, 0.002
207, 392.2, 3780, 457, 3812, 1830.0, 1474, 0.0, 0.0, 356, 32, 4, 74, 0.001, 0, 0.000, 34, 0.000, 0.002
210, 401.5, 3780, 457, 3812, 1498.0, 1082, 0.0, 0.0, 416, 32, 4, 80, 0.001, 0, 0.000, 34, 0.000, 0.002
212, 402.6, 3780, 457, 3812, 1666.0, 1192, 0.0, 0.0, 474, 32, 4, 85, 0.001, 0, 0.000, 35, 0.000, 0.002
215, 397.0, 3780, 457, 3812, 1582.0, 1034, 0.0, 0.0, 548, 32, 4, 90, 0.001, 0, 0.000, 37, 0.000, 0.002
218, 393.6, 3780, 457, 3812, 1696.0, 1274, 0.0, 0.0, 422, 32, 4, 99, 0.002, 0, 0.000, 38, 0.001, 0.002
220, 392.3, 3780, 457, 3812, 1690.0, 1268, 0.0, 0.0, 422, 32, 4, 102, 0.002, 0, 0.000, 38, 0.001, 0.002
224, 378.9, 3780, 457, 3812, 1690.0, 1268, 0.0, 0.0, 422, 32, 4, 102, 0.002, 0, 0.000, 38, 0.001, 0.002
226, 384.5, 3780, 457, 3812, 1690.0, 1268, 0.0, 0.0, 422, 32, 4, 102, 0.002, 0, 0.000, 38, 0.001, 0.002
228, 400.6, 3780, 457, 3812, 4566.0, 4144, 0.0, 0.0, 422, 32, 4, 105, 0.002, 0, 0.000, 38, 0.001, 0.002
230, 367.8, 3780, 457, 3812, 4566.0, 4144, 0.0, 0.0, 422, 32, 4, 105, 0.002, 0, 0.000, 38, 0.001, 0.002
233, 358.0, 3780, 457, 3812, 4566.0, 4144, 0.0, 0.0, 422, 32, 4, 105, 0.002, 0, 0.000, 38, 0.001, 0.002
236, 408.2, 3780, 457, 3812, 3738.0, 3312, 0.0, 0.0, 426, 32, 4, 108, 0.002, 0, 0.000, 38, 0.001, 0.002
239, 373.9, 3780, 457, 3812, 3738.0, 3312, 0.0, 0.0, 426, 32, 4, 108, 0.002, 0, 0.000, 38, 0.001, 0.002
242, 374.0, 3780, 457, 3812, 3354.0, 2928, 0.0, 0.0, 426, 32, 4, 111, 0.002, 0, 0.000, 38, 0.001, 0.002
245, 352.5, 3780, 457, 3812, 3354.0, 2928, 0.0, 0.0, 426, 32, 4, 111, 0.002, 0, 0.000, 38, 0.001, 0.002
248, 371.5, 3780, 457, 3812, 3354.0, 2928, 0.0, 0.0, 426, 32, 4, 111, 0.002, 0, 0.000, 38, 0.001, 0.002
251, 369.8, 3780, 457, 3812, 3434.0, 2968, 0.0, 0.0, 466, 32, 4, 114, 0.002, 0, 0.000, 38, 0.001, 0.002
254, 395.3, 3780, 457, 3812, 3434.0, 2968, 0.0, 0.0, 466, 32, 4, 114, 0.002, 0, 0.000, 38, 0.001, 0.002
256, 385.3, 3780, 457, 3812, 4254.0, 3776, 0.0, 0.0, 478, 32, 4, 117, 0.002, 0, 0.000, 38, 0.001, 0.002
259, 372.8, 3780, 457, 3812, 4254.0, 3776, 0.0, 0.0, 478, 32, 4, 117, 0.002, 0, 0.000, 38, 0.001, 0.002
262, 369.6, 3780, 457, 3812, 3810.0, 3332, 0.0, 0.0, 478, 32, 4, 118, 0.002, 0, 0.000, 38, 0.001, 0.002
265, 390.4, 3780, 457, 3812, 3452.0, 2974, 0.0, 0.0, 478, 32, 4, 120, 0.002, 0, 0.000, 38, 0.001, 0.002
268, 376.0, 3780, 457, 3812, 4326.0, 3848, 0.0, 0.0, 478, 32, 4, 121, 0.002, 0, 0.000, 38, 0.001, 0.002
272, 390.0, 3780, 457, 3812, 3730.0, 3252, 0.0, 0.0, 478, 32, 4, 123, 0.002, 0, 0.000, 38, 0.001, 0.002
275, 367.1, 3780, 457, 3812, 3730.0, 3252, 0.0, 0.0, 478, 32, 4, 123, 0.002, 0, 0.000, 38, 0.001, 0.002
277, 359.0, 3780, 457, 3812, 3730.0, 3252, 0.0, 0.0, 478, 32, 4, 123, 0.002, 0, 0.000, 38, 0.001, 0.002
280, 362.6, 3780, 457, 3812, 5714.0, 5236, 0.0, 0.0, 478, 32, 4, 124, 0.002, 0, 0.000, 38, 0.001, 0.002
283, 401.1, 3780, 457, 3812, 3666.0, 3186, 0.0, 0.0, 480, 32, 4, 126, 0.002, 0, 0.000, 38, 0.001, 0.002
285, 373.0, 3780, 457, 3812, 3666.0, 3186, 0.0, 0.0, 480, 32, 4, 126, 0.002, 0, 0.000, 38, 0.001, 0.002
288, 357.8, 3780, 457, 3812, 3666.0, 3186, 0.0, 0.0, 480, 32, 4, 126, 0.002, 0, 0.000, 38, 0.001, 0.002
291, 376.8, 3780, 457, 3812, 5708.0, 5224, 0.0, 0.0, 484, 32, 4, 129, 0.002, 0, 0.000, 38, 0.001, 0.003
294, 359.6, 3780, 457, 3812, 5708.0, 5224, 0.0, 0.0, 484, 32, 4, 129, 0.002, 0, 0.000, 38, 0.001, 0.003
296, 368.5, 3780, 457, 3812, 5708.0, 5224, 0.0, 0.0, 484, 32, 4, 129, 0.002, 0, 0.000, 38, 0.001, 0.003
299, 365.6, 3780, 457, 3812, 5202.0, 4696, 0.0, 0.0, 506, 32, 4, 130, 0.002, 0, 0.000, 38, 0.001, 0.003
302, 404.5, 3780, 457, 3812, 3358.0, 2852, 0.0, 0.0, 506, 32, 4, 132, 0.002, 0, 0.000, 38, 0.001, 0.003
305, 364.5, 3780, 457, 3812, 3358.0, 2852, 0.0, 0.0, 506, 32, 4, 132, 0.002, 0, 0.000, 38, 0.001, 0.003
307, 355.0, 3780, 457, 3812, 3358.0, 2852, 0.0, 0.0, 506, 32, 4, 132, 0.002, 0, 0.000, 38, 0.001, 0.003
310, 370.9, 3780, 457, 3812, 3266.0, 2628, 0.0, 0.0, 638, 32, 4, 135, 0.002, 0, 0.000, 38, 0.001, 0.003
312, 392.8, 3780, 457, 3812, 3266.0, 2628, 0.0, 0.0, 638, 32, 4, 135, 0.002, 0, 0.000, 38, 0.001, 0.003
315, 381.1, 3780, 457, 3812, 3266.0, 2628, 0.0, 0.0, 638, 32, 4, 135, 0.002, 0, 0.000, 38, 0.001, 0.003
318, 361.2, 3780, 457, 3812, 5192.0, 4542, 0.0, 0.0, 650, 32, 4, 135, 0.002, 0, 0.000, 39, 0.001, 0.003
321, 391.4, 3780, 457, 3812, 2324.0, 1800, 0.0, 0.0, 524, 32, 4, 135, 0.002, 0, 0.000, 43, 0.001, 0.003
324, 364.6, 3780, 457, 3812, 2324.0, 1800, 0.0, 0.0, 524, 32, 4, 135, 0.002, 0, 0.000, 43, 0.001, 0.003
327, 375.5, 3780, 457, 3812, 5102.0, 4832, 0.0, 0.0, 270, 32, 4, 136, 0.002, 0, 0.000, 43, 0.001, 0.003
329, 395.7, 3780, 457, 3812, 3766.0, 3496, 0.0, 0.0, 270, 32, 4, 138, 0.002, 0, 0.000, 43, 0.001, 0.003
332, 360.7, 3780, 457, 3812, 3766.0, 3496, 0.0, 0.0, 270, 32, 4, 138, 0.002, 0, 0.000, 43, 0.001, 0.003
335, 353.0, 3780, 457, 3812, 3766.0, 3496, 0.0, 0.0, 270, 32, 4, 138, 0.002, 0, 0.000, 43, 0.001, 0.003
338, 378.8, 3780, 457, 3812, 5574.0, 5304, 0.0, 0.0, 270, 32, 4, 139, 0.002, 0, 0.000, 43, 0.001, 0.003
340, 407.5, 3780, 457, 3812, 3856.0, 3586, 0.0, 0.0, 270, 32, 4, 141, 0.002, 0, 0.000, 43, 0.001, 0.003
343, 362.4, 3780, 457, 3812, 3856.0, 3586, 0.0, 0.0, 270, 32, 4, 141, 0.002, 0, 0.000, 43, 0.001, 0.003
346, 366.3, 3780, 457, 3812, 4874.0, 4602, 0.0, 0.0, 272, 32, 4, 142, 0.002, 0, 0.000, 43, 0.001, 0.003
349, 393.4, 3780, 457, 3812, 4512.0, 4240, 0.0, 0.0, 272, 32, 4, 144, 0.002, 0, 0.000, 43, 0.001, 0.003
351, 363.4, 3780, 457, 3812, 4512.0, 4240, 0.0, 0.0, 272, 32, 4, 144, 0.002, 0, 0.000, 43, 0.001, 0.003
354, 356.0, 3780, 457, 3812, 4512.0, 4240, 0.0, 0.0, 272, 32, 4, 144, 0.002, 0, 0.000, 43, 0.001, 0.003
357, 354.4, 3780, 457, 3812, 5192.0, 4920, 0.0, 0.0, 272, 32, 4, 145, 0.002, 0, 0.000, 43, 0.001, 0.003
359, 390.2, 3780, 457, 3812, 2790.0, 2518, 0.0, 0.0, 272, 32, 4, 147, 0.002, 0, 0.000, 43, 0.001, 0.003
362, 351.4, 3780, 457, 3812, 2790.0, 2518, 0.0, 0.0, 272, 32, 4, 147, 0.002, 0, 0.000, 43, 0.001, 0.003
365, 365.4, 3780, 457, 3812, 2790.0, 2518, 0.0, 0.0, 272, 32, 4, 147, 0.002, 0, 0.000, 43, 0.001, 0.003
367, 382.2, 3780, 457, 3812, 5958.0, 5686, 0.0, 0.0, 272, 32, 4, 148, 0.002, 0, 0.000, 43, 0.001, 0.003
370, 387.3, 3780, 457, 3812, 4330.0, 4058, 0.0, 0.0, 272, 32, 4, 150, 0.002, 0, 0.000, 43, 0.001, 0.003
373, 359.5, 3780, 457, 3812, 4330.0, 4058, 0.0, 0.0, 272, 32, 4, 150, 0.002, 0, 0.000, 43, 0.001, 0.003
376, 363.7, 3780, 457, 3812, 4330.0, 4058, 0.0, 0.0, 272, 32, 4, 150, 0.002, 0, 0.000, 43, 0.001, 0.003
378, 352.3, 3780, 457, 3812, 5434.0, 5162, 0.0, 0.0, 272, 32, 4, 151, 0.002, 0, 0.000, 43, 0.001, 0.003
381, 401.3, 3780, 457, 3812, 2776.0, 2502, 0.0, 0.0, 274, 32, 4, 153, 0.002, 0, 0.000, 43, 0.001, 0.003
384, 352.0, 3780, 457, 3812, 2776.0, 2502, 0.0, 0.0, 274, 32, 4, 153, 0.002, 0, 0.000, 43, 0.001, 0.003
386, 352.5, 3780, 457, 3812, 2776.0, 2502, 0.0, 0.0, 274, 32, 4, 153, 0.002, 0, 0.000, 43, 0.001, 0.003
389, 357.7, 3780, 457, 3812, 2776.0, 2502, 0.0, 0.0, 274, 32, 4, 153, 0.002, 0, 0.000, 43, 0.001, 0.003
392, 379.7, 3780, 457, 3812, 2722.0, 2440, 0.0, 0.0, 282, 32, 4, 156, 0.002, 0, 0.000, 43, 0.001, 0.003
394, 386.1, 3780, 457, 3812, 2722.0, 2440, 0.0, 0.0, 282, 32, 4, 156, 0.002, 0, 0.000, 43, 0.001, 0.003
397, 364.7, 3780, 457, 3812, 2722.0, 2440, 0.0, 0.0, 282, 32, 4, 156, 0.002, 0, 0.000, 43, 0.001, 0.003
400, 357.4, 3780, 457, 3812, 2722.0, 2440, 0.0, 0.0, 282, 32, 4, 156, 0.002, 0, 0.000, 43, 0.001, 0.003
403, 380.2, 3780, 457, 3812, 5506.0, 5220, 0.0, 0.0, 286, 32, 4, 159, 0.003, 0, 0.000, 43, 0.001, 0.003
406, 357.1, 3780, 457, 3812, 5506.0, 5220, 0.0, 0.0, 286, 32, 4, 159, 0.003, 0, 0.000, 43, 0.001, 0.003
408, 352.4, 3780, 457, 3812, 5506.0, 5220, 0.0, 0.0, 286, 32, 4, 159, 0.003, 0, 0.000, 43, 0.001, 0.003
411, 355.9, 3780, 457, 3812, 4582.0, 4296, 0.0, 0.0, 286, 32, 4, 160, 0.003, 0, 0.000, 43, 0.001, 0.003
414, 370.7, 3780, 457, 3812, 2680.0, 2346, 0.0, 0.0, 334, 32, 4, 162, 0.003, 0, 0.000, 43, 0.001, 0.003
417, 355.2, 3780, 457, 3812, 2680.0, 2346, 0.0, 0.0, 334, 32, 4, 162, 0.003, 0, 0.000, 43, 0.001, 0.003
419, 358.4, 3780, 457, 3812, 2680.0, 2346, 0.0, 0.0, 334, 32, 4, 162, 0.003, 0, 0.000, 43, 0.001, 0.003
422, 396.5, 3780, 457, 3812, 3174.0, 2838, 0.0, 0.0, 336, 32, 4, 165, 0.003, 0, 0.000, 43, 0.001, 0.003
424, 378.9, 3780, 457, 3812, 3174.0, 2838, 0.0, 0.0, 336, 32, 4, 165, 0.003, 0, 0.000, 43, 0.001, 0.003
427, 358.7, 3780, 457, 3812, 3174.0, 2838, 0.0, 0.0, 336, 32, 4, 165, 0.003, 0, 0.000, 43, 0.001, 0.003
430, 358.6, 3780, 457, 3812, 3174.0, 2838, 0.0, 0.0, 336, 32, 4, 165, 0.003, 0, 0.000, 43, 0.001, 0.003
432, 387.8, 3780, 457, 3812, 4576.0, 4232, 0.0, 0.0, 344, 32, 4, 168, 0.003, 0, 0.000, 43, 0.001, 0.003
435, 356.6, 3780, 457, 3812, 4576.0, 4232, 0.0, 0.0, 344, 32, 4, 168, 0.003, 0, 0.000, 43, 0.001, 0.003
437, 359.6, 3780, 457, 3812, 4576.0, 4232, 0.0, 0.0, 344, 32, 4, 168, 0.003, 0, 0.000, 43, 0.001, 0.003
440, 360.6, 3780, 457, 3812, 4576.0, 4232, 0.0, 0.0, 344, 32, 4, 168, 0.003, 0, 0.000, 43, 0.001, 0.003
443, 363.7, 3780, 457, 3812, 5852.0, 5502, 0.0, 0.0, 350, 32, 4, 169, 0.003, 0, 0.000, 43, 0.001, 0.003
445, 359.8, 3780, 457, 3812, 3826.0, 3476, 0.0, 0.0, 350, 32, 4, 171, 0.003, 0, 0.000, 43, 0.001, 0.003
