elapsed_seconds, cpu_percentage, threads, stack_committed_mb, stack_reserved_mb, heap_used_mb, eden_mb, s0_kb, s1_kb, old_mb, meta_mb, compressed_class_mb, ygc, ygct, fgc, fgct, cgc, cgct, gct
47, 27.1, 36, 2, 35, 26.0, 26, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
48, 28.3, 36, 2, 35, 26.0, 26, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
50, 26.5, 36, 2, 35, 26.0, 26, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
51, 41.0, 36, 2, 35, 26.0, 26, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
52, 26.1, 36, 2, 35, 26.0, 26, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
53, 27.3, 36, 2, 35, 26.0, 26, 0.0, 0.0, 0, 21, 2, 0, 0.000, 0, 0.000, 5, 0.000, 0.000
55, 24.0, 36, 2, 35, 368.0, 368, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 8, 0.000, 0.000
56, 23.4, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
57, 20.6, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
58, 22.5, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
60, 20.2, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
61, 19.7, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
62, 20.7, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
63, 19.6, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
65, 20.3, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
66, 20.3, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
67, 19.6, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
68, 19.2, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
70, 18.7, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
71, 17.8, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
72, 18.5, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
73, 17.4, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
75, 17.6, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
76, 17.4, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
77, 20.0, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
78, 21.0, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
80, 22.4, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
81, 22.1, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
82, 20.3, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
83, 21.2, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
85, 21.0, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
86, 20.7, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
87, 21.4, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
88, 24.0, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
90, 23.5, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
91, 20.2, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
92, 20.0, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
93, 19.8, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
94, 20.5, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
96, 21.3, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
97, 20.1, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
98, 22.0, 36, 2, 35, 66.0, 66, 0.0, 0.0, 0, 32, 4, 0, 0.000, 0, 0.000, 10, 0.000, 0.000
99, 21.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
101, 18.0, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
102, 19.7, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
103, 19.6, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
105, 18.8, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
106, 17.4, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
107, 17.4, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
108, 18.3, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
109, 18.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
111, 18.0, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
112, 17.6, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
113, 18.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
114, 17.8, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
116, 18.7, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
117, 19.0, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
118, 20.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
119, 18.8, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
121, 19.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
122, 17.8, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
123, 19.3, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
124, 18.7, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
126, 17.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
127, 16.9, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
128, 18.9, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
129, 18.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
131, 18.6, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
132, 18.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
133, 20.4, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
134, 17.2, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
136, 17.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
137, 18.4, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
138, 18.7, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
139, 20.0, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
141, 19.1, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
142, 18.6, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
143, 17.6, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
144, 19.3, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
146, 20.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
147, 20.0, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
148, 21.3, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
149, 20.8, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
151, 20.4, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
152, 20.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
153, 19.8, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
154, 21.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
156, 19.5, 36, 2, 35, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
157, 20.7, 36, 2, 36, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
158, 58.8, 36, 2, 36, 56.0, 14, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 15, 0.000, 0.000
160, 89.1, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
161, 58.7, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
162, 60.7, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
163, 52.6, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
165, 68.5, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
166, 55.9, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
167, 58.0, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
168, 59.8, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
170, 63.9, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
171, 65.9, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
172, 69.1, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
174, 77.3, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
175, 80.7, 36, 2, 35, 416.0, 374, 0.0, 0.0, 42, 32, 4, 0, 0.000, 0, 0.000, 20, 0.000, 0.000
176, 147.8, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
177, 86.0, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
179, 73.6, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
180, 72.7, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
181, 73.5, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
182, 74.5, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
184, 74.1, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
185, 75.1, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
186, 75.9, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
188, 81.5, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
189, 84.9, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
190, 85.7, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
191, 85.8, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
193, 85.5, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
194, 89.1, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
195, 89.5, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
197, 90.9, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
198, 90.6, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
199, 90.2, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
200, 90.8, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
202, 89.2, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
203, 89.0, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
204, 90.0, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
206, 91.3, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
207, 90.2, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
208, 90.7, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
209, 91.2, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
211, 89.9, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
212, 91.5, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
213, 91.3, 36, 2, 35, 1172.0, 1126, 0.0, 0.0, 46, 32, 4, 0, 0.000, 0, 0.000, 25, 0.000, 0.000
215, 110.7, 36, 2, 35, 7418.0, 7376, 0.0, 0.0, 42, 32, 4, 1, 0.000, 0, 0.000, 25, 0.000, 0.000
216, 125.9, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
217, 82.9, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
218, 82.3, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
220, 81.7, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
221, 81.6, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
222, 82.2, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
224, 80.9, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
225, 82.2, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
226, 82.0, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
227, 81.8, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
229, 81.5, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
230, 82.4, 36, 2, 35, 2918.0, 2876, 0.0, 0.0, 42, 32, 4, 3, 0.000, 0, 0.000, 25, 0.000, 0.000
231, 171.0, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
233, 103.4, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
234, 80.9, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
235, 81.4, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
236, 82.6, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
238, 82.7, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
239, 82.3, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
240, 82.9, 36, 2, 35, 1396.0, 424, 0.0, 0.0, 972, 32, 4, 3, 0.000, 0, 0.000, 30, 0.000, 0.000
